"You submitted your review for moderation.","Thank you for sharing your valuable feedback, we will publish your review soon"
"Operator","Tradesquare Support"
"%1 and Operator","%1 and Tradesquare Support"
"Offer information","Information On The Product"
"Tax","GST"
"Discount (%1)","%1"
