"Update Now","Update Now"
"'One or More MageComp Extensions have New Versions Available. ' .","'One or More MageComp Extensions have New Versions Available. ' ."
Versions,Versions
Current,Current
Available,Available
"No Extension Found !","No Extension Found !"
Marketplace,Marketplace
Base,Base
Configuration,Configuration
"Offer Notification","Offer Notification"
